supplier_id,supplier_reliability,previous_delays,average_lead_time,demand,inventory_level,weather_risk,transportation_risk,distance,supplier_capacity,shipment_size,historical_disruptions,disrupted
SUP-005,50.0,9,20.8,7339,15526,1.4,0.7,834.0,25259,6479,6,0
SUP-024,92.3,0,15.3,7527,5823,1.6,3.1,510.0,43147,9798,3,0
SUP-029,53.2,7,23.6,2872,6472,4.2,2.3,130.0,7103,1600,6,1
SUP-028,47.3,9,15.6,3065,775,3.2,4.9,274.0,10450,1618,1,1
SUP-037,51.9,0,14.8,8316,13918,0.8,3.4,199.0,6920,6281,1,0
SUP-039,57.0,3,18.2,5667,15600,4.6,4.8,1267.0,12890,2911,4,0
SUP-010,68.9,12,8.8,9302,27649,0.7,3.3,353.0,8741,11594,5,0
SUP-025,86.3,11,15.7,949,234,1.8,3.0,434.0,2366,1136,7,1
SUP-008,86.7,4,11.1,2382,6322,3.5,3.0,315.0,6020,2267,6,0
SUP-011,64.7,6,18.1,839,1209,1.4,2.9,659.0,1721,650,4,0
SUP-023,96.4,12,7.9,2488,4956,1.1,3.6,222.0,13751,3041,2,0
SUP-030,81.2,10,14.9,7863,12480,2.2,1.6,622.0,45510,9252,0,0
SUP-019,88.9,9,10.9,2584,5502,4.3,6.1,109.0,12687,2105,2,0
SUP-025,86.3,11,16.4,11019,14399,0.6,1.7,181.0,53478,6558,7,1
SUP-016,57.0,4,18.7,6782,22303,0.6,2.7,457.0,26185,6913,2,0
SUP-038,70.2,2,18.7,6867,13756,0.2,3.7,473.0,37489,4870,4,0
SUP-008,86.7,4,8.5,5588,4804,5.7,0.7,3412.0,25314,6566,6,0
SUP-020,78.5,2,19.5,3280,817,4.8,1.5,519.0,14252,3453,3,1
SUP-039,57.0,3,13.3,5932,19100,1.8,1.0,401.0,11267,6567,4,0
SUP-039,57.0,3,12.0,2075,6339,3.8,2.1,5614.0,10528,2713,4,0
SUP-002,68.3,6,17.9,1153,2059,0.6,4.7,1874.0,2180,1286,5,1
SUP-040,80.5,1,16.9,2357,1343,2.5,3.3,855.0,9312,2873,6,0
SUP-028,47.3,9,20.6,1400,3620,1.3,1.0,881.0,4135,1101,1,0
SUP-008,86.7,4,12.7,2617,7738,1.7,2.5,295.0,10779,1987,6,0
SUP-028,47.3,9,13.0,1485,3809,2.7,0.7,469.0,8528,1502,1,0
SUP-005,50.0,9,15.6,4600,5239,2.4,4.3,531.0,10204,5477,6,1
SUP-031,84.5,4,13.7,6341,6594,3.5,3.7,354.0,6108,6750,6,1
SUP-031,84.5,4,18.7,3221,8692,3.2,2.6,526.0,11565,2989,6,0
SUP-032,96.3,11,14.0,2462,1120,2.4,5.4,341.0,3789,3225,2,0
SUP-002,68.3,6,20.1,3026,5145,5.8,2.1,1071.0,4922,1922,5,0
SUP-012,94.1,12,11.8,511,1097,1.4,4.0,416.0,890,523,4,0
SUP-029,53.2,7,15.7,14603,21082,1.1,2.6,412.0,81451,15971,6,1
SUP-031,84.5,4,15.1,3951,9492,3.8,1.5,440.0,23382,4898,6,0
SUP-022,63.8,2,20.8,5565,6571,1.3,1.6,851.0,13079,7166,1,0
SUP-028,47.3,9,19.7,3223,8497,4.7,4.9,781.0,18155,4169,1,1
SUP-024,92.3,0,11.7,2955,1592,7.0,2.0,780.0,13712,3836,3,0
SUP-024,92.3,0,10.9,2714,880,2.7,2.1,1821.0,12567,2070,3,0
SUP-017,74.4,3,16.2,2175,5641,3.2,3.1,287.0,8563,1544,4,0
SUP-015,68.5,13,19.5,643,694,4.7,1.7,385.0,2524,545,6,0
SUP-025,86.3,11,14.8,2550,2217,0.7,3.3,395.0,6929,1727,7,0
SUP-039,57.0,3,14.0,4351,8667,3.6,3.4,1146.0,12415,3786,4,0
SUP-032,96.3,11,9.9,3840,11119,0.6,3.2,112.0,22613,3500,2,0
SUP-001,86.0,14,14.6,2154,7093,3.7,3.9,434.0,2613,1983,3,0
SUP-020,78.5,2,5.8,2847,1902,3.8,4.0,165.0,3543,1881,3,0
SUP-022,63.8,2,19.4,951,2058,2.1,3.8,588.0,4357,645,1,0
SUP-019,88.9,9,9.7,2936,8048,1.2,3.7,1563.0,6622,3235,2,0
SUP-021,85.2,12,13.0,937,290,0.5,3.0,901.0,5042,1134,7,1
SUP-040,80.5,1,9.5,4994,17207,3.3,2.3,1043.0,26793,6759,6,0
SUP-027,69.7,11,18.9,1887,5630,3.3,3.3,390.0,8884,1816,0,0
SUP-004,82.0,12,17.3,1794,2855,5.6,3.0,1183.0,2937,2126,3,0
SUP-007,85.3,1,17.0,1446,1467,2.1,3.6,1601.0,7411,1661,0,0
SUP-007,85.3,1,16.2,2621,5803,0.9,4.8,895.0,5869,2433,0,0
SUP-003,90.5,2,11.3,2456,1507,2.8,0.5,849.0,12312,1943,5,0
SUP-021,85.2,12,15.3,5033,12418,2.1,1.3,158.0,7562,3636,7,0
SUP-010,68.9,12,20.4,4532,8544,4.9,1.0,1033.0,18909,2616,5,1
SUP-004,82.0,12,20.1,742,1313,1.8,1.2,1278.0,3689,485,3,0
SUP-037,51.9,0,22.4,6944,6137,3.7,2.0,1173.0,32259,7699,1,0
SUP-011,64.7,6,17.6,5158,9321,5.4,0.5,893.0,13967,6036,4,0
SUP-016,57.0,4,19.8,4413,8316,2.1,3.2,225.0,9228,5135,2,0
SUP-028,47.3,9,17.6,4141,14448,2.8,0.3,1434.0,4264,3565,1,1
SUP-014,88.6,5,12.2,1573,4999,2.6,3.3,433.0,1293,1983,4,0
SUP-005,50.0,9,28.2,2040,3213,0.8,2.0,750.0,8003,2137,6,0
SUP-002,68.3,6,10.1,7384,25474,1.4,7.0,1224.0,24364,4137,5,1
SUP-037,51.9,0,15.7,6814,3237,2.0,2.3,1133.0,21868,4505,1,1
SUP-008,86.7,4,16.5,2550,3505,2.2,5.3,54.0,7963,1984,6,0
SUP-013,79.1,12,8.6,3264,1886,0.7,4.4,1328.0,16597,4130,0,0
SUP-026,55.3,11,19.5,2846,5837,4.7,6.4,851.0,7801,1837,6,0
SUP-031,84.5,4,14.0,10621,35124,2.8,3.7,488.0,15160,13876,6,1
SUP-022,63.8,2,14.2,7715,9789,6.6,2.7,237.0,25420,10648,1,0
SUP-023,96.4,12,12.0,2851,4632,4.9,0.8,438.0,6248,1782,2,0
SUP-027,69.7,11,7.2,11688,9496,4.1,3.9,513.0,43999,15448,0,0
SUP-028,47.3,9,22.0,2564,8853,2.7,5.1,179.0,11669,1306,1,1
SUP-014,88.6,5,16.4,1551,5005,3.5,3.4,846.0,8521,1728,4,0
SUP-019,88.9,9,5.3,2864,3095,2.4,2.3,360.0,2769,2262,2,0
SUP-024,92.3,0,17.9,1624,888,0.4,3.7,249.0,2613,1585,3,0
SUP-022,63.8,2,20.6,1207,3977,1.1,3.0,536.0,1943,1404,1,0
SUP-031,84.5,4,14.6,8060,26045,2.4,2.9,360.0,23195,8749,6,0
SUP-028,47.3,9,18.5,3120,3384,2.4,2.9,111.0,17852,2637,1,0
SUP-031,84.5,4,17.3,991,1920,5.0,1.8,595.0,5179,1046,6,0
SUP-025,86.3,11,14.0,1020,1466,1.5,1.1,780.0,1016,778,7,0
SUP-016,57.0,4,21.7,626,1719,1.4,1.1,478.0,2536,605,2,0
SUP-028,47.3,9,17.1,21661,11347,5.6,4.2,489.0,59090,23006,1,1
SUP-029,53.2,7,14.6,4819,13840,5.3,2.1,596.0,21408,6296,6,0
SUP-013,79.1,12,17.7,1496,1098,2.1,3.6,817.0,4777,1022,0,0
SUP-040,80.5,1,15.6,1162,246,1.0,6.5,1120.0,6955,832,6,1
SUP-017,74.4,3,4.5,6998,16538,1.0,3.1,951.0,18367,9256,4,0
SUP-017,74.4,3,6.1,3895,8687,2.7,6.1,242.0,18068,4242,4,0
SUP-026,55.3,11,16.6,3269,10987,5.4,2.9,1002.0,12549,3632,6,1
SUP-013,79.1,12,16.5,6082,1355,4.8,2.2,226.0,6485,6282,0,0
SUP-027,69.7,11,14.0,5670,15532,1.9,2.5,141.0,29032,6331,0,0
SUP-017,74.4,3,17.9,60000,153150,2.2,5.5,879.0,63987,45562,4,1
SUP-021,85.2,12,13.4,2903,9024,3.0,1.8,140.0,5090,3693,7,0
SUP-008,86.7,4,17.7,931,2768,5.8,1.1,457.0,4141,650,6,0
SUP-021,85.2,12,13.6,690,740,2.4,3.2,539.0,861,870,7,1
SUP-016,57.0,4,23.1,4339,4323,2.1,4.8,140.0,5331,4108,2,1
SUP-026,55.3,11,18.2,3006,843,0.7,4.6,138.0,4397,2119,6,1
SUP-002,68.3,6,11.6,934,2850,4.5,3.2,321.0,2618,481,5,0
SUP-010,68.9,12,15.9,22913,27186,2.6,4.0,1823.0,88665,19642,5,1
SUP-018,48.4,10,13.6,1640,3802,2.2,7.4,361.0,3707,2247,0,0
SUP-014,88.6,5,14.7,3793,8976,3.0,1.9,454.0,3034,3293,4,0
SUP-039,57.0,3,21.3,10659,15436,6.0,2.2,497.0,25266,11827,4,0
SUP-006,96.7,10,6.3,7949,14258,6.0,3.8,1645.0,25224,6738,4,0
SUP-022,63.8,2,17.2,5874,7759,2.3,3.9,590.0,12330,5725,1,1
SUP-030,81.2,10,13.1,2336,4612,2.2,4.3,392.0,1902,1967,0,0
SUP-034,64.6,6,9.9,3307,8344,2.9,4.7,352.0,16173,3090,2,0
SUP-030,81.2,10,14.1,2822,4074,0.4,1.3,358.0,11059,3846,0,0
SUP-017,74.4,3,22.0,5464,4649,2.9,1.5,326.0,8955,6363,4,0
SUP-003,90.5,2,15.3,3341,1245,5.5,4.6,320.0,9017,4580,5,0
SUP-007,85.3,1,12.9,4108,971,2.1,2.8,196.0,11623,5523,0,0
SUP-003,90.5,2,9.6,3435,5645,1.0,3.4,771.0,14167,3483,5,0
SUP-016,57.0,4,15.3,7401,14633,4.1,3.4,1953.0,29627,8851,2,0
SUP-022,63.8,2,19.1,1432,3398,4.7,3.9,763.0,2556,1479,1,0
SUP-010,68.9,12,19.8,2321,6049,2.2,5.4,2740.0,13661,2143,5,0
SUP-014,88.6,5,12.9,4201,10054,4.5,1.9,1247.0,4095,3142,4,0
SUP-002,68.3,6,24.0,2710,2546,2.7,3.5,518.0,8701,2328,5,1
SUP-021,85.2,12,19.6,4536,13455,6.8,2.5,396.0,15631,5133,7,1
SUP-011,64.7,6,23.1,10287,17688,2.0,1.6,594.0,56826,7182,4,0
SUP-009,51.8,11,20.5,2084,6969,1.3,7.2,268.0,1704,1441,4,0
SUP-033,62.3,8,17.1,3044,8527,1.0,5.4,1431.0,7698,3089,7,1
SUP-036,55.0,8,20.0,11671,26813,3.8,4.7,409.0,41318,12249,5,0
SUP-008,86.7,4,14.4,5247,7559,3.2,3.5,1158.0,7829,4870,6,0
SUP-005,50.0,9,15.0,6673,10258,4.1,6.9,808.0,32860,6276,6,1
SUP-019,88.9,9,8.2,1612,3214,1.7,3.1,772.0,3058,1922,2,0
SUP-016,57.0,4,21.7,1753,2761,3.2,8.6,276.0,1872,2348,2,0
SUP-001,86.0,14,18.5,7090,7784,0.7,2.4,808.0,40220,9091,3,0
SUP-006,96.7,10,10.4,1854,1466,2.6,5.1,401.0,10163,2594,4,0
SUP-010,68.9,12,20.0,1597,1976,0.4,4.8,479.0,8231,1508,5,1
SUP-030,81.2,10,15.4,2369,3226,2.2,3.4,337.0,10733,2367,0,0
SUP-037,51.9,0,21.8,844,189,3.3,3.4,1125.0,4474,723,1,1
SUP-008,86.7,4,21.7,3230,7466,2.3,5.6,149.0,14187,1901,6,0
SUP-039,57.0,3,20.3,8660,20998,1.0,3.9,358.0,37258,9090,4,0
SUP-002,68.3,6,15.6,953,2024,2.1,1.1,265.0,4164,1258,5,0
SUP-030,81.2,10,14.1,3335,4767,3.1,2.1,464.0,14174,4399,0,0
SUP-002,68.3,6,18.0,2818,4704,0.3,6.8,908.0,7153,1829,5,1
SUP-032,96.3,11,17.4,731,1323,1.7,5.5,1863.0,3643,715,2,0
SUP-029,53.2,7,14.8,1724,5989,0.3,3.9,1767.0,7841,1258,6,1
SUP-019,88.9,9,13.4,4356,2820,1.0,0.9,826.0,10953,3719,2,0
SUP-010,68.9,12,19.9,976,1533,2.2,4.6,868.0,2734,585,5,0
SUP-001,86.0,14,15.9,1239,268,4.0,4.9,729.0,3098,965,3,1
SUP-013,79.1,12,8.3,4494,9852,3.8,1.1,935.0,21140,3728,0,0
SUP-005,50.0,9,22.2,6673,8504,4.4,3.2,137.0,15018,4266,6,1
SUP-019,88.9,9,16.7,5535,6843,2.8,3.8,553.0,19878,4460,2,0
SUP-014,88.6,5,16.2,7283,23318,2.7,5.0,469.0,7753,6289,4,0
SUP-029,53.2,7,15.1,3477,11440,0.9,6.3,543.0,15142,1896,6,1
SUP-013,79.1,12,11.0,5173,6411,1.1,2.7,348.0,11545,3056,0,0
SUP-040,80.5,1,12.0,1608,4508,2.1,5.0,1661.0,8218,1002,6,0
SUP-010,68.9,12,14.2,2532,2081,1.2,5.3,305.0,11499,1835,5,0
SUP-026,55.3,11,20.2,987,1761,4.6,3.0,203.0,5909,595,6,1
SUP-010,68.9,12,16.5,5873,10164,6.1,7.9,2057.0,25573,8021,5,1
SUP-014,88.6,5,10.0,1766,1445,3.6,2.9,671.0,1467,2425,4,0
SUP-040,80.5,1,2.0,9633,21916,2.7,3.7,1532.0,26103,13449,6,0
SUP-009,51.8,11,14.8,1890,4779,2.5,3.9,,7101,1487,4,1
SUP-021,85.2,12,11.1,2865,674,0.6,1.6,792.0,5457,3300,7,0
SUP-024,92.3,0,9.7,1650,449,1.0,1.2,259.0,1789,1119,3,0
SUP-016,57.0,4,20.4,2615,3858,4.3,5.2,594.0,6038,1321,2,0
SUP-008,86.7,4,17.4,7376,10840,1.0,5.0,977.0,43021,3817,6,0
SUP-019,88.9,9,16.9,10121,26442,0.8,4.4,434.0,10209,7958,2,0
SUP-019,88.9,9,15.8,1825,742,3.8,4.3,160.0,6017,1530,2,1
SUP-008,86.7,4,11.0,2400,1401,3.4,4.3,137.0,13534,1436,6,0
SUP-015,68.5,13,14.5,5351,3165,7.1,2.3,519.0,30354,6984,6,0
SUP-039,57.0,3,17.4,2170,2495,1.1,1.0,1230.0,12176,1867,4,0
SUP-033,62.3,8,17.5,2179,5734,3.7,6.1,474.0,5536,2518,7,1
SUP-033,62.3,8,9.7,1615,4357,1.2,1.7,254.0,9260,1642,7,0
SUP-033,62.3,8,20.4,3222,8320,7.1,3.7,239.0,13737,3129,7,1
SUP-028,47.3,9,16.7,12490,42875,3.5,0.4,195.0,37470,7151,1,1
SUP-031,84.5,4,16.7,1355,2734,1.7,1.6,,6921,1543,6,0
SUP-034,64.6,6,21.5,1665,4835,3.3,1.4,275.0,8407,2147,2,0
SUP-033,62.3,8,17.9,6188,16302,1.7,1.4,697.0,33891,6805,7,0
SUP-008,86.7,4,20.6,3605,838,0.9,2.2,319.0,14199,2273,6,1
SUP-010,68.9,12,20.2,7290,5011,0.6,2.7,921.0,36769,3889,5,1
SUP-028,47.3,9,17.2,8401,29272,2.3,3.4,1528.0,44424,8177,1,0
SUP-016,57.0,4,14.5,1621,501,1.2,2.0,555.0,8018,1014,2,0
SUP-011,64.7,6,19.2,1540,2416,1.4,8.1,269.0,8098,1055,4,0
SUP-006,96.7,10,18.3,3770,5774,4.0,1.4,413.0,15726,3749,4,0
SUP-013,79.1,12,16.2,1640,1585,7.3,1.5,184.0,1561,1331,0,1
SUP-018,48.4,10,22.7,4758,4337,5.3,3.8,152.0,9670,4162,0,1
SUP-004,82.0,12,13.3,4738,5646,1.5,2.4,439.0,10304,4102,3,0
SUP-034,64.6,6,21.2,2912,880,2.0,5.8,292.0,5410,2950,2,1
SUP-007,85.3,1,21.0,8263,16798,0.8,7.1,353.0,41072,11008,0,0
SUP-007,85.3,1,13.7,10367,17897,2.9,2.1,1301.0,33866,7554,0,0
SUP-010,68.9,12,13.8,2830,6762,1.5,1.4,121.0,16639,1586,5,0
SUP-002,68.3,6,16.3,2505,6890,4.2,4.3,2365.0,2878,2667,5,0
SUP-005,50.0,9,15.5,12214,24787,1.8,3.0,134.0,36189,13138,6,0
SUP-031,84.5,4,9.4,17587,8609,6.5,1.5,1153.0,85967,15243,6,0
SUP-040,80.5,1,18.0,2538,806,3.3,3.7,467.0,14340,3149,6,1
SUP-038,70.2,2,9.6,1035,797,0.5,4.7,391.0,902,878,4,0
SUP-024,92.3,0,11.4,1910,877,3.3,4.1,972.0,4954,2178,3,1
SUP-034,64.6,6,9.4,10889,15527,3.9,2.7,706.0,33104,5804,2,0
SUP-036,55.0,8,16.9,2782,5579,0.3,5.9,817.0,3530,2097,5,1
SUP-022,63.8,2,15.8,3612,12007,2.8,3.9,338.0,10308,4079,1,0
SUP-010,68.9,12,16.4,717,621,2.6,3.7,143.0,3263,424,5,1
SUP-040,80.5,1,17.8,861,1557,6.2,3.4,512.0,2906,1029,6,0
SUP-006,96.7,10,6.8,2908,5592,1.1,2.0,509.0,13104,2624,4,0
SUP-020,78.5,2,9.4,1691,2734,1.8,3.8,427.0,4492,2234,3,0
SUP-040,80.5,1,17.5,13715,29881,2.6,1.0,489.0,41107,9493,6,0
SUP-015,68.5,13,13.7,1575,613,1.9,5.7,151.0,4333,1542,6,0
SUP-018,48.4,10,20.1,4030,13631,2.4,5.2,410.0,5199,5160,0,0
SUP-003,90.5,2,11.6,1450,338,3.5,2.3,754.0,3231,1464,5,0
SUP-029,53.2,7,11.7,3937,2324,3.1,6.9,457.0,6476,3769,6,1
SUP-033,62.3,8,16.5,5063,5038,1.4,2.6,2006.0,14824,5705,7,0
SUP-026,55.3,11,16.7,1064,2832,0.5,4.2,2689.0,5369,632,6,0
SUP-002,68.3,6,12.8,19626,12329,1.0,0.4,188.0,107204,12573,5,0
SUP-039,57.0,3,23.4,4523,8620,1.2,6.0,478.0,17881,3758,4,1
SUP-029,53.2,7,23.0,4620,9860,1.9,5.3,186.0,18925,4425,6,0
SUP-001,86.0,14,16.5,2860,5678,3.6,1.8,1003.0,14828,2699,3,0
SUP-007,85.3,1,13.5,2935,8618,0.6,2.9,344.0,16790,2703,0,0
SUP-006,96.7,10,7.6,3701,1604,2.4,3.8,245.0,11472,3797,4,1
SUP-016,57.0,4,16.4,4837,6948,5.9,3.1,633.0,9273,4525,2,0
SUP-001,86.0,14,14.0,7965,20607,4.1,2.1,427.0,43508,8552,3,0
SUP-030,81.2,10,17.3,2205,1125,2.3,8.8,601.0,5675,2453,0,0
SUP-017,74.4,3,16.7,2746,6222,6.5,2.7,2457.0,13540,2207,4,1
SUP-020,78.5,2,17.8,1077,1215,0.6,6.0,444.0,3187,1405,3,0
SUP-032,96.3,11,17.2,981,934,4.2,2.3,569.0,3406,1071,2,1
SUP-030,81.2,10,10.5,12967,6723,3.0,1.6,562.0,17495,8791,0,0
SUP-003,90.5,2,13.6,8393,15422,2.6,1.6,251.0,7783,5432,5,0
SUP-009,51.8,11,20.9,747,2329,1.4,5.6,588.0,3561,535,4,0
SUP-011,64.7,6,13.8,3383,6845,5.4,1.6,682.0,14005,2992,4,1
SUP-020,78.5,2,17.9,4667,12920,0.9,3.0,607.0,19507,4747,3,0
SUP-033,62.3,8,13.3,847,2439,3.5,1.1,453.0,894,769,7,0
SUP-002,68.3,6,15.2,896,2326,1.1,7.2,262.0,1405,871,5,0
SUP-004,82.0,12,12.5,1205,648,1.6,3.7,1270.0,6422,995,3,0
SUP-026,55.3,11,18.3,6123,7509,2.0,8.5,289.0,14217,7951,6,1
SUP-007,85.3,1,10.8,4855,3915,4.3,3.8,3094.0,4341,3407,0,0
SUP-012,94.1,12,15.7,612,1634,1.5,1.6,1090.0,2609,418,4,0
SUP-003,90.5,2,14.0,2426,4764,5.4,5.1,322.0,4572,1942,5,0
SUP-035,69.9,7,16.6,1447,3007,2.4,5.8,337.0,7882,1218,3,0
SUP-006,96.7,10,13.6,1768,587,4.4,2.5,86.0,4896,1769,4,0
SUP-034,64.6,6,13.1,7475,7343,2.0,4.7,846.0,8425,9468,2,1
SUP-017,74.4,3,13.8,1235,3651,1.3,5.4,484.0,6895,685,4,0
SUP-026,55.3,11,20.8,940,1806,1.3,5.1,442.0,2692,964,6,0
SUP-007,85.3,1,15.0,3737,7160,4.9,6.3,160.0,4672,2769,0,0
SUP-028,47.3,9,20.9,1951,1917,3.9,4.8,486.0,7221,1542,1,1
SUP-003,90.5,2,19.7,3627,9458,1.0,4.5,331.0,17480,2963,5,0
SUP-025,86.3,11,6.2,4169,10862,4.3,4.5,,15647,4081,7,1
SUP-035,69.9,7,13.1,1165,2313,5.1,6.9,917.0,4681,1263,3,0
SUP-011,64.7,6,16.1,1593,4334,2.9,1.5,1567.0,7732,2069,4,0
SUP-001,86.0,14,2.6,2868,8419,2.1,5.1,736.0,12801,2430,3,0
SUP-003,90.5,2,15.9,23342,69028,7.7,5.6,1092.0,29467,12170,5,1
SUP-008,86.7,4,14.8,5255,17504,5.3,2.1,664.0,30974,3193,6,0
SUP-003,90.5,2,19.1,956,861,3.4,3.8,847.0,3040,1192,5,0
SUP-016,57.0,4,18.6,2862,2457,3.1,2.3,269.0,9253,2088,2,0
SUP-034,64.6,6,17.2,2336,2600,2.7,1.7,360.0,10199,2982,2,0
SUP-033,62.3,8,17.8,5619,1370,3.7,5.3,820.0,27228,3694,7,1
SUP-036,55.0,8,17.2,3927,11119,1.6,4.5,745.0,5525,3993,5,1
SUP-013,79.1,12,10.7,6528,19228,4.9,3.5,779.0,22556,6947,0,1
SUP-035,69.9,7,15.7,2817,1988,1.4,3.3,446.0,15372,1667,3,1
SUP-032,96.3,11,16.5,2090,595,4.7,3.3,1030.0,10967,1736,2,1
SUP-019,88.9,9,12.7,4028,8130,4.1,2.7,630.0,12076,5608,2,0
SUP-022,63.8,2,23.6,15911,33940,2.8,2.5,189.0,50334,19009,1,0
SUP-018,48.4,10,18.1,6910,11107,1.4,2.4,1150.0,16044,6845,0,1
SUP-004,82.0,12,11.0,2384,2451,1.7,4.5,739.0,9871,1892,3,0
SUP-020,78.5,2,13.9,2101,6074,1.6,1.9,494.0,9411,1531,3,0
SUP-009,51.8,11,19.2,4911,8111,2.1,2.4,378.0,26845,6368,4,1
SUP-003,90.5,2,14.8,3642,10446,5.7,3.7,1992.0,13656,4707,5,0
SUP-010,68.9,12,19.2,2562,3194,2.8,3.4,3150.0,14114,1922,5,1
SUP-031,84.5,4,10.8,1163,2822,2.2,2.3,574.0,5058,659,6,0
SUP-023,96.4,12,12.6,1876,2161,2.3,3.0,1892.0,11012,1902,2,0
SUP-009,51.8,11,18.9,1900,6268,1.2,1.3,759.0,4311,2198,4,1
SUP-038,70.2,2,17.3,994,3463,4.6,2.8,357.0,4090,772,4,0
SUP-009,51.8,11,15.8,1481,2696,1.2,5.3,240.0,2651,1101,4,1
SUP-016,57.0,4,18.9,6506,8974,2.6,1.8,735.0,18939,5616,2,0
SUP-008,86.7,4,14.9,24073,54094,3.2,4.0,590.0,75372,32529,6,1
SUP-020,78.5,2,13.4,2147,5811,0.6,2.6,433.0,4292,2823,3,0
SUP-038,70.2,2,13.1,7438,4389,3.2,6.0,853.0,31380,8360,4,0
SUP-019,88.9,9,15.0,1738,3793,5.4,2.1,922.0,6340,1394,2,0
SUP-016,57.0,4,22.9,4227,14740,5.9,4.9,309.0,19998,3121,2,0
SUP-009,51.8,11,20.1,1183,1469,0.4,5.2,184.0,6891,1046,4,0
SUP-023,96.4,12,14.3,2926,829,2.1,3.0,975.0,6505,1877,2,0
SUP-022,63.8,2,21.0,3055,10307,0.6,1.4,166.0,11175,3172,1,0
SUP-027,69.7,11,20.6,3043,7813,5.0,1.6,401.0,17460,3353,0,1
SUP-008,86.7,4,15.8,1317,3955,2.2,7.7,1327.0,1086,1669,6,0
SUP-024,92.3,0,10.8,7273,5894,3.0,4.0,2793.0,30744,3934,3,0
SUP-039,57.0,3,21.3,1729,4279,3.6,1.0,3801.0,5420,1469,4,0
SUP-014,88.6,5,18.3,3242,11218,0.4,3.6,290.0,11585,2770,4,0
SUP-030,81.2,10,16.5,940,2527,2.4,2.9,724.0,3833,761,0,0
SUP-032,96.3,11,16.4,1318,2266,1.9,1.6,395.0,4794,790,2,0
SUP-019,88.9,9,16.7,2663,7793,5.1,1.0,344.0,14540,1667,2,0
SUP-012,94.1,12,18.3,3755,5791,1.7,4.1,1697.0,17015,5234,4,0
SUP-036,55.0,8,13.6,4240,2036,4.4,5.0,1203.0,9172,2707,5,1
SUP-026,55.3,11,19.7,1909,5690,2.2,8.0,402.0,7903,1696,6,1
SUP-038,70.2,2,21.7,7994,10081,1.7,1.8,521.0,12122,7727,4,0
SUP-029,53.2,7,22.8,485,1096,1.1,5.7,338.0,2530,539,6,0
SUP-030,81.2,10,15.3,1603,3186,2.1,1.8,1094.0,4200,1888,0,0
SUP-011,64.7,6,10.5,15785,24800,2.3,1.2,2098.0,42827,20650,4,0
SUP-018,48.4,10,20.2,3927,9566,3.4,4.9,242.0,17962,3967,0,0
SUP-006,96.7,10,8.7,1774,1180,4.6,3.9,467.0,7018,1378,4,0
SUP-018,48.4,10,15.5,1600,2612,5.5,6.6,204.0,8229,2013,0,1
SUP-031,84.5,4,16.7,1645,4839,2.7,3.6,546.0,7872,2294,6,0
SUP-038,70.2,2,10.6,2050,5656,1.5,1.5,359.0,5083,2066,4,0
SUP-027,69.7,11,18.6,1422,1313,2.4,1.0,247.0,4673,1004,0,0
SUP-028,47.3,9,19.9,7252,22487,2.1,4.2,478.0,40168,5696,1,1
SUP-027,69.7,11,18.8,1812,6105,1.2,3.8,569.0,6232,1719,0,0
SUP-017,74.4,3,18.0,484,1280,1.8,3.1,151.0,1427,332,4,0
SUP-013,79.1,12,18.2,6436,9064,2.8,2.5,943.0,6578,5407,0,0
SUP-032,96.3,11,10.1,3595,3928,2.3,3.8,648.0,9684,2814,2,1
SUP-010,68.9,12,12.5,6866,14510,0.8,0.4,481.0,17925,4935,5,0
SUP-016,57.0,4,11.3,1525,3596,4.9,2.3,225.0,8910,2113,2,0
SUP-010,68.9,12,16.4,13509,22116,2.4,5.4,1626.0,20221,11645,5,1
SUP-025,86.3,11,17.5,4292,10676,2.0,2.9,294.0,16905,3449,7,1
SUP-004,82.0,12,18.4,2506,3016,2.5,1.3,377.0,9549,3343,3,0
SUP-011,64.7,6,19.8,6382,11163,2.9,0.9,141.0,6084,6335,4,0
SUP-018,48.4,10,21.8,1208,1657,5.8,1.8,618.0,1592,675,0,0
SUP-020,78.5,2,16.4,7493,11715,3.7,5.7,472.0,15539,7031,3,0
SUP-001,86.0,14,10.2,6973,15797,6.6,5.1,222.0,12782,5665,3,0
SUP-040,80.5,1,7.8,6356,13220,2.2,5.7,232.0,15264,7820,6,0
SUP-007,85.3,1,10.7,1804,4731,3.8,4.7,697.0,9581,2133,0,0
SUP-016,57.0,4,13.7,3338,11618,3.0,2.8,394.0,16071,2922,2,0
SUP-005,50.0,9,21.8,14265,4907,2.2,8.5,1215.0,74909,13452,6,1
SUP-036,55.0,8,13.8,3117,7465,1.8,4.3,1520.0,13599,2297,5,1
SUP-026,55.3,11,17.7,2588,6655,2.9,2.1,937.0,11852,1366,6,0
SUP-040,80.5,1,21.8,713,2326,2.6,1.9,1221.0,1840,768,6,0
SUP-032,96.3,11,12.7,5377,17308,4.0,6.0,544.0,12005,6198,2,0
SUP-026,55.3,11,14.0,1498,1348,1.3,6.6,1072.0,1440,1919,6,1
SUP-027,69.7,11,11.7,1332,1176,1.9,3.3,1023.0,7518,1150,0,0
SUP-002,68.3,6,18.8,1071,1874,3.5,2.5,2885.0,1954,1200,5,0
SUP-026,55.3,11,14.3,1182,2870,1.1,4.0,2737.0,1908,1177,6,1
SUP-029,53.2,7,14.0,1597,2731,1.2,3.8,775.0,6503,1534,6,1
